Epoch,Train_Loss,Val_Loss
1,9.971418224532028,3.4706058161599294
2,2.9492574806871086,3.071263006755284
3,2.4419697708097,2.7301439898354665
4,2.0390508010469635,2.389498472213745
5,1.7363617451026523,2.624953065599714
