Epoch,Train_Loss,Val_Loss
1,14.196029408224698,3.521354854106903
2,3.1757145585684943,3.792118787765503
3,3.0110880835302947,2.900653302669525
4,2.8224033240614266,3.252220630645752
5,2.4527597797328027,2.5817647874355316
