Epoch,Train_Loss,Val_Loss
1,7.105452977377793,3.2068544796534946
2,2.904411217262005,3.241424560546875
3,2.4600454527756264,2.8675050735473633
4,2.183567760319545,2.7711572647094727
5,2.057695374406617,2.6638002395629883
