Epoch,Train_Loss,Val_Loss
1,15.116753890596588,3.5492193698883057
2,2.8902981178513887,3.090494121823992
3,2.462992729811833,2.728456939969744
4,2.089066676024733,2.258565902709961
5,1.51686950901459,2.413902929850987
